Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2014-10-10,BadgerysCreek,8.7,26.3,0,NA,NA,E,30,S,N,4,11,77,34,1019.5,1014.3,NA,NA,15.6,25.3,No,No
2014-10-11,BadgerysCreek,9.5,30.8,0,NA,NA,ENE,33,NA,ESE,0,13,70,18,1016.8,1013.1,NA,NA,18.2,29.6,No,No
2014-10-12,BadgerysCreek,8.8,32.2,0,NA,NA,ENE,37,SSW,NNE,2,15,65,18,1017.5,1011.7,NA,NA,17.7,30.9,No,No
2014-10-13,BadgerysCreek,11,25.1,0,NA,NA,NW,50,NNE,NE,4,4,68,78,1007.6,1004.7,NA,NA,20.1,20.6,No,Yes
2014-10-14,BadgerysCreek,9.9,18.3,13.2,NA,NA,SSW,52,W,SSW,9,22,51,66,1009,1009.3,NA,NA,15,14.7,Yes,Yes
2014-10-15,BadgerysCreek,10.1,17.6,34.6,NA,NA,SW,57,SW,SW,28,26,70,54,1013,1013.7,NA,NA,11.8,15.8,Yes,No
2014-10-16,BadgerysCreek,4.8,23.9,1,NA,NA,ESE,31,NA,NNW,0,2,71,34,1018.2,1015.1,NA,NA,12.7,21.6,No,No
2014-10-17,BadgerysCreek,8.1,20.4,0,NA,NA,SE,31,SSW,SE,13,20,72,55,1024.8,1024.4,NA,NA,14.9,19.2,No,No
2014-10-18,BadgerysCreek,8.4,21.9,0,NA,NA,E,30,SW,ENE,7,7,60,39,1029.9,1026.6,NA,NA,16,20.9,No,No
2014-10-19,BadgerysCreek,7.8,27.9,0,NA,NA,NNW,22,S,NNE,2,9,71,34,1027.5,1021.9,NA,NA,15.4,27,No,No
2014-10-20,BadgerysCreek,12.6,18.7,0,NA,NA,SSE,37,S,SE,20,17,67,69,1029.2,1029.7,NA,NA,17.4,17,No,Yes
2014-10-21,BadgerysCreek,12.7,17.4,1.4,NA,NA,NE,22,SW,E,7,9,86,58,1032.7,1030.4,NA,NA,14.6,16.9,Yes,No
2014-10-22,BadgerysCreek,12.8,24.5,0,NA,NA,NNE,33,NNW,NNE,13,11,57,46,1026.8,1021,NA,NA,17.2,23.2,No,No
2014-10-23,BadgerysCreek,10.6,31.7,0,NA,NA,ESE,33,NNW,E,4,20,77,37,1018.1,1014.7,NA,NA,18.7,30.5,No,No
2014-10-24,BadgerysCreek,15.6,30.2,0,NA,NA,NNE,35,NW,NNE,2,20,75,42,1020.2,1013.4,NA,NA,20.1,29.2,No,No
2014-10-25,BadgerysCreek,13.4,33.1,0.2,NA,NA,E,31,N,E,4,22,82,51,1015.4,1012.4,NA,NA,21.3,29.7,No,No
2014-10-26,BadgerysCreek,17.7,34.8,0,NA,NA,E,33,WSW,E,2,4,78,27,1010.5,1006.6,NA,NA,21.6,34.6,No,No
2014-10-27,BadgerysCreek,17.4,32.5,0,NA,NA,W,80,N,NW,7,37,77,32,1008,1003,NA,NA,21.2,28.7,No,No
2014-10-28,BadgerysCreek,9.5,28.1,0,NA,NA,WNW,48,W,WSW,11,22,37,21,1012.4,1008.7,NA,NA,20.3,26.9,No,No
2014-10-29,BadgerysCreek,11,26.3,0,NA,NA,ENE,35,SW,E,13,20,46,45,1017.2,1014.2,NA,NA,20.2,25.1,No,No
2014-10-30,BadgerysCreek,11.3,32.2,0,NA,NA,W,26,WSW,NNW,4,7,74,24,1015.5,1011.2,NA,NA,19.6,30.5,No,NA
2014-10-31,BadgerysCreek,10.5,36.7,NA,NA,NA,NA,NA,NA,ENE,0,6,55,14,1013.6,1006.6,NA,NA,21,35.1,NA,No
2014-11-01,BadgerysCreek,18.1,35.3,0,NA,NA,WNW,70,N,NNW,17,31,41,43,1003.1,997.7,NA,NA,29.4,31.1,No,Yes
2014-11-02,BadgerysCreek,10.5,24.4,5,NA,NA,WSW,46,SW,SW,24,9,31,17,1018.3,1016.5,NA,NA,15.2,23.2,Yes,No
2014-11-03,BadgerysCreek,6.8,23.3,0,NA,NA,E,39,WNW,E,2,26,56,51,1025.3,1022.2,NA,NA,16.6,21.4,No,No
2014-11-04,BadgerysCreek,13.5,26.7,0,NA,NA,E,37,NNE,NNE,13,11,70,44,1023.8,1017.6,NA,NA,18,25.8,No,No
2014-11-05,BadgerysCreek,13.4,28.6,0,NA,NA,WSW,76,NA,ENE,0,15,85,83,1016.9,1013,NA,NA,18.6,20.1,No,Yes
2014-11-06,BadgerysCreek,12.1,23.1,22.6,NA,NA,E,31,SSW,ESE,19,15,69,56,1015.5,1013,NA,NA,17.1,22.2,Yes,No
2014-11-07,BadgerysCreek,12.2,25.1,0.2,NA,NA,E,33,NNE,E,4,20,71,52,1019.3,1018.3,NA,NA,18.1,24.1,No,No
2014-11-08,BadgerysCreek,10.4,28.7,0,NA,NA,ESE,31,NNE,ENE,9,13,80,29,1022.5,1017.4,NA,NA,17.6,28.3,No,No
2014-11-09,BadgerysCreek,12.4,28.6,0,NA,NA,SE,31,WSW,E,6,17,73,46,1018.7,1016.3,NA,NA,20.8,27.9,No,No
2014-11-10,BadgerysCreek,17,24.8,0,NA,NA,E,31,SE,E,4,15,73,65,1018.3,1016.2,NA,NA,19.9,22,No,No
2014-11-11,BadgerysCreek,15.2,22,0,NA,NA,ESE,28,SE,ESE,4,19,65,74,1020.1,1019.3,NA,NA,19,18.4,No,No
2014-11-12,BadgerysCreek,14.5,24.8,0,NA,NA,ENE,30,NA,NE,0,11,72,49,1019.5,1015,NA,NA,17.6,24.1,No,No
2014-11-13,BadgerysCreek,15.6,27.6,0,NA,NA,ESE,30,NNE,NE,9,11,74,48,1019.1,1014.4,NA,NA,18.5,26.4,No,No
2014-11-14,BadgerysCreek,14,40.5,0,NA,NA,SE,44,N,N,9,15,77,19,1012,1005.6,NA,NA,21.8,39,No,No
2014-11-15,BadgerysCreek,17.6,24.8,0,NA,NA,ESE,30,ENE,ESE,6,13,62,56,1009.3,1009.5,NA,NA,20.1,22.1,No,Yes
2014-11-16,BadgerysCreek,16.5,28.2,2.4,NA,NA,WNW,72,N,WSW,9,39,89,31,1005.1,1002.1,NA,NA,17.7,27.5,Yes,No
2014-11-17,BadgerysCreek,11.5,28.8,0.2,NA,NA,ENE,33,WSW,ENE,7,9,45,28,1013.7,1010.5,NA,NA,19.7,27.6,No,No
2014-11-18,BadgerysCreek,12.9,28.1,0,NA,NA,WSW,37,SW,ESE,15,20,48,44,1017.1,1015.1,NA,NA,22.2,26.6,No,No
2014-11-19,BadgerysCreek,15.8,26.8,0,NA,NA,E,37,ENE,NE,6,13,73,49,1021.7,1017,NA,NA,20,26.2,No,No
2014-11-20,BadgerysCreek,16,36.1,0,NA,NA,E,31,N,ENE,7,15,70,24,1014.3,1007,NA,NA,21.9,34.5,No,No
2014-11-21,BadgerysCreek,19.4,39.6,0,NA,NA,WNW,63,NNE,W,17,26,46,12,1006.9,1004,NA,NA,29.1,38.5,No,No
2014-11-22,BadgerysCreek,17,31.4,0,NA,NA,E,30,ESE,ENE,2,13,58,37,1016.2,1010,NA,NA,21.3,30.7,No,No
2014-11-23,BadgerysCreek,16.1,41.6,0,NA,NA,E,39,NA,ENE,0,15,66,27,1011.2,1006.2,NA,NA,25.5,40.6,No,No
2014-11-24,BadgerysCreek,19.8,34.7,0,NA,NA,ENE,28,ENE,ESE,2,17,79,45,1015.1,1006.7,NA,NA,22.2,31.4,No,Yes
2014-11-25,BadgerysCreek,21.8,27.5,3,NA,NA,SW,43,SW,E,30,22,40,44,1013.3,1014.7,NA,NA,23,25.8,Yes,No
2014-11-26,BadgerysCreek,17.3,26.5,0.4,NA,NA,E,31,NNE,ENE,9,17,66,53,1019.5,1015.5,NA,NA,20.2,25.8,No,No
2014-11-27,BadgerysCreek,16.5,21.3,0.2,NA,NA,S,31,SSW,S,7,11,86,78,1022.4,1022.4,NA,NA,17.3,18.2,No,No
2014-11-28,BadgerysCreek,13.1,25.7,0.4,NA,NA,E,35,ESE,NNE,4,11,58,39,1024,1020.1,NA,NA,19.7,25.1,No,No
2014-11-29,BadgerysCreek,12.9,31.5,0.2,NA,NA,E,33,N,NE,4,15,62,33,1019.5,1013.4,NA,NA,21.5,30.4,No,No
2014-11-30,BadgerysCreek,14.3,33.4,0,NA,NA,W,70,NNE,ESE,7,20,67,40,1014,1009.4,NA,NA,22.6,30,No,Yes
2014-12-01,BadgerysCreek,16.8,31.1,6.4,NA,NA,S,46,N,ENE,4,2,79,47,1011,1007.1,NA,NA,21.8,28.8,Yes,Yes
2014-12-02,BadgerysCreek,17.9,34,5.4,NA,NA,E,48,N,NNE,22,4,74,40,1011.9,1007.7,NA,NA,23.1,33,Yes,No
2014-12-03,BadgerysCreek,19,36.5,0.2,NA,NA,SSW,44,S,NE,4,9,72,36,1013,1008.2,NA,NA,24.8,34.7,No,Yes
2014-12-04,BadgerysCreek,19.4,31.6,7.4,NA,NA,SW,50,N,ENE,11,9,93,48,1012.2,1008.2,NA,NA,21.1,31.1,Yes,Yes
2014-12-05,BadgerysCreek,18.6,31.4,3.2,NA,NA,WNW,59,N,ENE,6,15,85,43,1008.1,1004.1,NA,NA,21.2,30.5,Yes,Yes
2014-12-06,BadgerysCreek,18.5,28.5,3.4,NA,NA,WNW,39,S,ENE,4,15,82,52,1007.6,1003.3,NA,NA,22.4,26.9,Yes,Yes
2014-12-07,BadgerysCreek,17.7,29.9,44,NA,NA,W,52,SE,ESE,4,17,84,53,1006.2,1002.7,NA,NA,20.5,28.5,Yes,Yes
2014-12-08,BadgerysCreek,17.7,28.7,3,NA,NA,N,35,NNW,E,7,7,89,54,1007.4,1005.7,NA,NA,20.6,26.4,Yes,No
2014-12-09,BadgerysCreek,19.7,25.4,0.8,NA,NA,ESE,28,SE,ESE,4,15,78,71,1014.9,1013.8,NA,NA,21.6,22.8,No,No
2014-12-10,BadgerysCreek,18.8,26.6,0.4,NA,NA,ENE,30,NNE,E,11,15,71,65,1014.5,1010.7,NA,NA,22.1,25.1,No,Yes
2014-12-11,BadgerysCreek,19.9,21.7,10.4,NA,NA,S,44,WSW,SSW,6,11,97,92,1005.6,1009.4,NA,NA,20.8,18.2,Yes,Yes
2014-12-12,BadgerysCreek,14,22.6,13.8,NA,NA,SSE,48,SSE,SE,24,20,61,53,1017.8,1018.2,NA,NA,19.1,20.5,Yes,No
2014-12-13,BadgerysCreek,14.3,23.3,0,NA,NA,SSE,37,SE,ESE,15,19,47,52,1018.7,1016.4,NA,NA,20.2,21.8,No,No
2014-12-14,BadgerysCreek,14.5,27.9,0,NA,NA,ENE,28,N,E,11,7,61,35,1014.1,1009.5,NA,NA,20.1,26.3,No,No
2014-12-15,BadgerysCreek,13.8,29.8,0,NA,NA,E,28,NW,E,2,13,66,41,1012.2,1009.3,NA,NA,21.1,28.9,No,No
2014-12-16,BadgerysCreek,14.9,31.2,0,NA,NA,NNE,35,NNW,ENE,4,22,72,47,1007.2,998.7,NA,NA,19.8,28.8,No,No
2014-12-17,BadgerysCreek,16.3,23.2,0,NA,NA,ESE,31,SSE,ESE,11,17,63,55,1006,1007.2,NA,NA,21.1,21.7,No,No
2014-12-18,BadgerysCreek,15.8,28.4,0,NA,NA,NE,22,WSW,N,4,9,84,56,1010.4,1004.9,NA,NA,17.9,26.4,No,No
2014-12-19,BadgerysCreek,16.5,24.5,0,NA,NA,ESE,35,SSE,E,6,17,61,47,1012.5,1012.1,NA,NA,20.1,23.6,No,No
2014-12-20,BadgerysCreek,15.6,26.8,0,NA,NA,E,35,ENE,E,6,7,57,36,1018.4,1015.2,NA,NA,20.1,25.8,No,No
2014-12-21,BadgerysCreek,13.4,30.5,0,NA,NA,E,35,NNW,ENE,4,13,66,43,1018.7,1014.5,NA,NA,20.8,29.7,No,No
2014-12-22,BadgerysCreek,16.5,33.1,0,NA,NA,NNE,54,N,E,4,20,79,51,1016.8,1013.5,NA,NA,21.8,29.2,No,Yes
2014-12-23,BadgerysCreek,19.5,27.7,4,NA,NA,NNW,35,N,N,11,11,87,86,1014.8,1012.9,NA,NA,21.8,21.4,Yes,Yes
2014-12-24,BadgerysCreek,20,25.7,3.6,NA,NA,E,30,ESE,SE,7,15,76,65,1013.1,1013.3,NA,NA,24.4,24.3,Yes,No
2014-12-25,BadgerysCreek,19.1,31.9,0,NA,NA,WNW,59,NNE,E,11,11,82,54,1011.2,1004.3,NA,NA,21.7,30.9,No,Yes
2014-12-26,BadgerysCreek,17.9,30.2,22,NA,NA,ESE,44,SW,SE,9,7,62,26,1007.8,1009.4,NA,NA,24.5,29.9,Yes,No
2014-12-27,BadgerysCreek,17.1,22.6,0,NA,NA,ESE,24,ESE,ESE,6,15,62,44,1021.4,1020.2,NA,NA,18.7,21.6,No,No
2014-12-28,BadgerysCreek,17.1,24.8,0,NA,NA,ENE,28,SW,NE,4,13,74,59,1018.9,1015.6,NA,NA,19.4,22.9,No,No
2013-10-13,Cobar,18,34.2,0,4.4,NA,WSW,63,WNW,WSW,13,41,11,7,1006.4,1001.7,1,7,24.6,28.8,No,No
2013-10-14,Cobar,8.4,19.3,0,13,NA,SSW,54,SSW,SW,26,22,46,22,1021.4,1019.8,1,0,10.8,18.2,No,No
2013-10-15,Cobar,6.8,24.2,0,7.8,NA,SE,22,ESE,NE,11,11,27,14,1024.9,1021.3,0,1,15.6,22.6,No,No
2013-10-16,Cobar,10.5,30.5,0,5.6,NA,NW,56,N,NNW,19,22,13,4,1019,1013.1,1,3,20.6,29.2,No,No
2013-10-17,Cobar,14,25.2,0,12,NA,SW,43,WSW,S,22,11,8,33,1010.6,1013.8,7,7,22.2,22.5,No,No
2013-10-18,Cobar,9.9,24.5,0,11.2,NA,ESE,43,SE,SE,26,9,22,6,1024.8,1022.1,1,0,14.4,23.2,No,No
2013-10-19,Cobar,11.9,30.1,0,8.8,NA,NE,41,NE,ENE,28,20,43,17,1023.7,1018.9,0,0,19.5,28.6,No,No
2013-10-20,Cobar,17.9,35.3,0,10.8,NA,N,39,NNE,NW,24,13,29,10,1018.5,1013.8,0,1,24,34,No,No
2013-10-21,Cobar,22.6,39.1,0,11.4,NA,NW,59,NNE,ENE,24,9,23,13,1014.5,1009.9,1,2,27.9,38.1,No,Yes
2013-10-22,Cobar,21.8,38.1,5,13,NA,NW,69,N,NNW,19,26,29,14,1011,1006.7,4,7,29,37.1,Yes,Yes
2013-10-23,Cobar,15.8,26.4,1.4,11,NA,SW,48,SW,WSW,19,20,54,31,1013,1012,1,2,17.6,25,Yes,No
2013-10-24,Cobar,11.1,21.3,0,10.6,NA,SSW,46,S,SW,28,22,44,13,1021,1019.9,1,0,14,20.1,No,No
2013-10-25,Cobar,6.9,23.2,0,10.4,NA,SW,33,ESE,SW,19,19,23,13,1025.3,1022,0,1,15.2,21.4,No,No
2013-10-26,Cobar,9.8,24.9,0,7.4,NA,S,54,SE,SSW,9,15,32,11,1024.9,1022.2,1,1,16.1,24.7,No,No
2013-10-27,Cobar,11.3,27.7,0,7.6,NA,ESE,24,ESE,SSW,13,13,21,7,1023.1,1019,1,4,19.4,26.3,No,No
2013-10-28,Cobar,17.8,34.7,0,9.6,NA,NW,57,NE,NNW,22,26,10,4,1015.9,1010.1,5,1,22.9,32.7,No,No
2013-10-29,Cobar,15.6,24,0,15,NA,WSW,50,WSW,SW,28,30,53,32,1012.5,1012.8,7,2,18.2,22.4,No,No
2013-10-30,Cobar,9.7,27.1,0,10.4,NA,SSW,33,S,SSW,13,20,45,21,1018.2,1015.8,0,2,15.7,25.5,No,No
2013-10-31,Cobar,14.8,29.3,0,10.4,NA,SE,33,S,SE,11,13,24,12,1020.1,1017.4,1,1,20.6,28.1,No,No
2013-11-01,Cobar,12.8,32.1,0,10.4,NA,SW,26,ENE,SSW,15,9,12,7,1020,1016.8,1,6,23.3,30.8,No,No
2013-11-02,Cobar,15.8,34.5,0,9.8,NA,WSW,37,E,WNW,7,9,13,3,1018.5,1014.8,6,3,24.5,34.3,No,No
2013-11-03,Cobar,20,31.5,0,11.6,NA,WSW,52,SSW,SW,13,26,14,12,1015.9,1015.5,7,2,27.4,30.7,No,No
2013-11-04,Cobar,11.9,24.6,0,NA,NA,S,43,SSE,S,22,15,33,10,1023.6,1020.7,NA,NA,14,22.4,No,No
2013-11-05,Cobar,11.8,28.5,0,22.4,NA,NE,43,E,ESE,26,17,33,17,1023,1018.7,0,0,17.2,27.2,No,No
2013-11-06,Cobar,16.1,33,0,12,NA,NE,44,NE,ENE,30,20,34,18,1018.2,1013.6,1,5,21.2,31.9,No,No
2013-11-07,Cobar,21,37.6,0,13,NA,N,43,NNE,NNW,28,15,28,9,1013.2,1009,1,3,28.1,36.3,No,No
2013-11-08,Cobar,24.9,38.6,0,16.6,NA,NNW,81,N,WNW,22,20,17,35,1008.4,1005.7,6,7,30.9,29.9,No,No
2013-11-09,Cobar,12.6,24.8,1,11.6,NA,SSW,50,SSW,SSW,19,20,52,23,1014.2,1012.3,1,0,14.6,22,No,No
2013-11-10,Cobar,10.7,23.5,0,9.2,NA,S,59,S,WSW,15,20,33,13,1016.3,1013.3,3,0,16.3,22.9,No,No
2013-11-11,Cobar,9.9,25.4,0,9.8,NA,SSW,39,SE,SW,9,20,56,19,1014.3,1010.8,1,3,17.6,24.1,No,No
2013-11-12,Cobar,10,25.2,0,8.4,NA,WSW,44,SW,SW,13,17,63,21,1014.2,1012.4,1,2,15.2,23.4,No,No
2013-11-13,Cobar,9.9,26.9,0,8.4,NA,WSW,41,WSW,SW,9,19,29,17,1016.4,1013.5,1,1,19.8,25.3,No,No
2013-11-14,Cobar,12.4,27,0,5.6,NA,SSW,43,SSE,SW,11,15,26,9,1017.3,1013.9,0,0,19.7,25.2,No,No
2013-11-15,Cobar,13.1,28.4,0,11.8,NA,SSW,35,ESE,W,13,19,26,9,1015.7,1012.6,5,1,21,27.5,No,No
2013-11-16,Cobar,14.3,27.8,0,11,NA,WSW,35,S,WSW,9,20,26,13,1013.3,1010.1,1,7,21.4,26.3,No,No
2013-11-17,Cobar,14.2,28.4,0,10.6,NA,SSE,43,E,S,17,13,46,15,1013,1010.2,1,6,19.9,28,No,No
2013-11-18,Cobar,14.8,28.7,0,7.4,NA,S,35,ENE,ESE,13,20,38,11,1014,1009.9,1,1,21,28,No,No
2013-11-19,Cobar,14.9,32.2,0,10.6,NA,E,37,ENE,SSE,13,13,37,12,1011.8,1007.9,2,5,22.1,31,No,No
2013-11-20,Cobar,17.9,36.5,0,8.6,NA,N,46,NE,WNW,17,22,17,6,1009.2,1005.7,1,1,27.4,34.9,No,No
2013-11-21,Cobar,21.7,37.7,0,13.8,NA,SW,52,ESE,WSW,11,22,16,7,1006.7,1003.1,2,7,29.1,36.1,No,No
2013-11-22,Cobar,20.7,29.9,0,16,NA,WSW,35,SSW,W,11,17,30,29,1008.8,1007,7,7,22.6,26.7,No,No
2013-11-23,Cobar,13.4,27.6,0.2,8.6,NA,SW,46,SSW,SW,15,20,31,16,1007.9,1004.9,1,1,19,25.8,No,No
2013-11-24,Cobar,13.5,27.1,0,10.4,NA,SW,44,S,SSW,13,20,42,20,1009.7,1006.9,1,1,18.8,26,No,No
2013-11-25,Cobar,13.6,28.5,0,10.4,NA,SSW,44,SSW,SW,13,15,35,16,1009.2,1006.4,1,1,20.6,27.3,No,No
2013-11-26,Cobar,16.8,31.3,0,10.8,NA,ESE,37,E,SE,20,15,38,10,1013.1,1010.6,1,1,21.4,30.7,No,No
2013-11-27,Cobar,16.7,34.5,0,14.2,NA,NE,33,NE,SE,22,15,23,6,1014.8,1011.2,1,2,24,33.3,No,No
2013-11-28,Cobar,21.6,39.3,0,8.2,NA,SSW,56,NNE,NNW,26,17,17,10,1009.6,1004,1,6,29.4,37.5,No,No
2013-11-29,Cobar,21.8,24.7,0,18.4,NA,S,48,S,SSW,15,19,40,68,1008,1010.3,7,7,22.2,17,No,No
2013-11-30,Cobar,13,30.2,0,5.4,NA,SSE,30,SSE,S,13,13,34,9,1016.1,1013.7,0,0,18.4,28,No,No
2013-12-01,Cobar,17.9,32.1,0,11.4,NA,NE,44,ENE,ENE,31,17,43,19,1019.6,1017,1,6,22.4,30.6,No,No
2013-12-02,Cobar,19.7,34.6,0,12.2,NA,SE,39,NE,NE,22,22,24,11,1018.7,1014.5,1,1,25.3,33.2,No,No
2013-12-03,Cobar,20.8,37.7,0,12.4,NA,NE,33,NNE,NE,17,13,17,10,1014,1009.2,1,0,28.9,35.5,No,No
2013-12-04,Cobar,23.2,38,0,14,NA,WSW,67,NNW,SSE,11,6,14,36,1005.9,999.7,7,7,29.1,30.8,No,Yes
2013-12-05,Cobar,13.9,20,8.2,13.2,NA,WSW,67,W,SW,33,35,53,34,1005.6,1007.5,7,7,15.1,17.1,Yes,No
2013-12-06,Cobar,8.1,23.6,0,10,NA,WSW,48,S,SSW,17,19,35,15,1017.4,1016.3,0,0,14.4,21.9,No,No
2013-12-07,Cobar,11.7,29.8,0,8.2,NA,ESE,24,ESE,E,13,11,23,14,1020.9,1017.1,1,1,19.9,27.4,No,No
2013-12-08,Cobar,17.4,36.6,0,8.6,NA,SW,41,ENE,N,22,20,12,4,1015.8,1010.9,1,2,26.6,34.3,No,No
2013-12-09,Cobar,23.8,40,0,15,NA,NW,61,N,NW,22,20,11,6,1006.5,1001.1,7,7,32.3,37.3,No,No
2013-12-10,Cobar,17.8,28.7,0,17.4,NA,S,41,S,WSW,20,20,47,16,1010,1008.2,5,1,20,27.1,No,No
2013-12-11,Cobar,14.1,28.2,0,12.2,NA,W,37,SE,WSW,11,22,28,16,1011.7,1009.1,7,7,21.5,27,No,No
2013-12-12,Cobar,15.8,30.8,0,10,NA,SW,39,SSE,SSW,15,17,27,14,1012.2,1009.3,1,1,22.7,29.2,No,No
2013-12-13,Cobar,16.5,33.1,0,11.2,NA,W,46,SSE,S,11,11,15,10,1013.2,1010.5,1,1,25.9,31.4,No,No
2013-12-14,Cobar,18.9,33.4,0,13.8,NA,SW,39,SSE,SW,17,20,29,16,1015.2,1012.5,1,1,25.8,33.2,No,No
2013-12-15,Cobar,17,33.7,0,14,NA,SSW,33,ESE,SSW,17,20,14,4,1016.3,1013.3,1,1,25.2,32.5,No,No
2013-12-16,Cobar,19.9,35.8,0,10.2,NA,SW,35,E,SSE,17,11,33,12,1015.4,1012.7,4,2,26.4,34.9,No,No
2013-12-17,Cobar,22,36.6,0,13.6,NA,SE,46,NNE,S,19,17,34,15,1016.9,1014.2,0,2,26.3,34.6,No,No
2013-12-18,Cobar,23.7,38.3,0,15.4,NA,NE,39,NNE,E,19,9,23,11,1018.4,1015.8,0,2,29.8,36.8,No,No
2013-12-19,Cobar,24.7,39.1,0,16,NA,ENE,37,N,ENE,19,20,18,10,1018.2,1015.5,7,7,30.4,36.6,No,No
2013-12-20,Cobar,23.6,39.8,0,16.2,NA,NNW,41,N,N,20,15,13,4,1016.7,1012.6,1,1,32.2,38.2,No,No
2013-12-21,Cobar,23.7,41.1,0,17.4,NA,N,44,N,N,20,22,14,5,1012.9,1009.3,1,5,33.4,40.1,No,No
2013-12-22,Cobar,25.8,42.5,0,18.8,NA,NE,52,NNW,NNE,28,17,13,6,1010.3,1006.5,6,6,33.2,41,No,No
2013-12-23,Cobar,25.6,31.6,0,18.4,NA,SW,48,SSW,WSW,20,15,43,35,1008.9,1009.5,7,8,26,29.3,No,No
2013-12-24,Cobar,17.3,28.8,0,8.4,NA,S,30,SE,SSW,13,13,42,27,1016.4,1014,7,7,21.8,26.1,No,Yes
2013-12-25,Cobar,15.5,20.6,8.4,7.2,NA,ENE,20,ESE,E,6,9,94,87,1016.4,1012.5,8,8,15.7,20,Yes,Yes
2013-12-26,Cobar,15.7,31.1,18.4,8.2,NA,WSW,28,SW,SW,7,11,83,42,1013.1,1009.8,7,1,20.4,28.8,Yes,No
2013-12-27,Cobar,15.7,35.4,0,NA,NA,WSW,39,S,WSW,7,20,35,10,1009.6,1006.7,NA,NA,26.9,34.4,No,No
2013-12-28,Cobar,19.6,39.4,0,NA,NA,W,31,ENE,W,17,15,15,5,1007.8,1005.4,NA,NA,28.8,37,No,No
2013-12-29,Cobar,20.7,32.8,0,NA,NA,SSW,43,SSE,S,28,20,18,7,1010.4,1009.2,NA,NA,22,31.4,No,No
2013-12-30,Cobar,16.7,33.6,0,48.8,NA,SSW,35,SSW,SW,13,22,25,1,1012.6,1010.2,3,3,21.7,31.4,No,No
2013-12-31,Cobar,17.5,35.2,0,12.8,NA,SSW,39,SSE,S,13,19,7,4,1012.6,1010.6,1,1,27,33.4,No,No
2014-01-01,Cobar,18.5,38.3,0,13.2,NA,W,35,ENE,NW,20,17,18,2,1010.9,1007.7,1,7,27.4,37.5,No,No
2014-01-02,Cobar,26,44.3,0,11.6,NA,SE,50,N,WNW,17,20,9,2,1005.1,1002.2,7,5,32.7,42.6,No,No
2014-01-03,Cobar,26.7,41,0,NA,NA,WSW,57,NNE,SW,17,22,23,15,998.4,996.5,NA,NA,33,39.8,No,No
2014-01-04,Cobar,17.6,28.9,0,NA,NA,SSW,52,S,SSW,22,20,35,12,1008.7,1006.9,NA,NA,18.9,26.2,No,No
2014-01-05,Cobar,16.6,33,0,56.2,NA,WSW,39,SE,W,15,17,24,11,1009.6,1006.5,0,0,24,30.3,No,No
2014-01-06,Cobar,17.9,27.6,0,13.8,NA,SSW,44,S,SSW,19,24,33,13,1013.9,1013.2,0,0,19.4,25.3,No,No
2014-01-07,Cobar,14.3,29.2,0,10.2,NA,SSE,39,SSE,S,20,20,29,6,1017,1013.5,0,1,17.8,27,No,No
2014-01-08,Cobar,17.6,34.4,0,11.4,NA,E,46,ENE,ENE,28,19,46,21,1014.1,1011.3,2,7,23.1,32,No,No
2014-01-09,Cobar,22.1,24.8,0,11.8,NA,SE,54,ENE,SE,28,30,55,68,1016.3,1017.1,7,7,24.2,20.6,No,Yes
2014-01-10,Cobar,17.2,32.8,3.8,NA,NA,NNE,41,ENE,NNE,19,11,57,34,1016.7,1014.2,NA,2,23.1,31.2,Yes,No
2014-01-11,Cobar,19.1,35.4,0,NA,NA,SSW,35,ENE,SE,19,7,53,25,1018.1,1014.2,NA,3,24.9,33.4,No,No
2014-01-12,Cobar,22.5,38.6,0,NA,NA,SSE,35,N,S,7,13,28,14,1015.5,1012.2,NA,NA,30.6,37.5,No,No
2014-01-13,Cobar,25.7,40.4,0,37,NA,ENE,39,ENE,SSE,28,13,27,13,1014.5,1011.5,0,1,29.9,39.2,No,No
2014-01-14,Cobar,25.7,39.6,0,12.8,NA,NE,43,NE,NNE,22,20,24,12,1016.5,1013.8,0,1,30.8,38.1,No,No
2014-01-15,Cobar,25.6,39.2,0,12.8,NA,NNE,39,NNE,NNW,26,11,24,15,1018.1,1015.1,0,1,30.6,37.2,No,No
2014-01-16,Cobar,25.8,40,0,15.6,NA,NA,NA,N,E,17,15,20,13,1016.4,1012.6,0,1,31.7,39.2,No,No
2014-01-17,Cobar,25.3,40.8,0,NA,NA,NNE,35,NNW,E,17,9,15,11,1012,1008.7,NA,NA,34,38.1,No,No
2014-01-18,Cobar,27.6,41.9,0,NA,NA,ENE,52,N,SW,13,15,21,9,1009.4,1006.2,NA,NA,32.6,40.9,No,No
2014-01-19,Cobar,24.2,41.6,0.4,52.4,NA,WSW,46,N,W,9,11,18,10,1006.2,1002.9,1,5,34,40.1,No,No
2014-01-20,Cobar,25.2,38.2,0,14.6,NA,SW,46,SSE,SSW,17,19,15,10,1005.8,1003.7,0,0,29.6,36.5,No,No
2014-01-21,Cobar,21.5,37.9,0,16.2,NA,S,43,ESE,SSW,11,19,19,9,1007.4,1006.1,4,1,29.6,36.4,No,No
